order_id,order_date,customer_id,product,quantity,price,revenue
639,2023-03-27,1097,Monitor,1,99.0,99.0
640,2022-06-22,588,Tablet,3,49.0,147.0
641,2023-10-15,201,Laptop,2,199.0,398.0
642,2022-08-08,522,Tablet,4,299.0,1196.0
643,2023-09-30,505,Phone,1,49.0,49.0
644,2022-02-27,788,Headphones,1,499.0,499.0
645,2023-10-22,1063,Laptop,3,49.0,147.0
647,2023-04-01,578,Phone,1,299.0,299.0
648,2022-12-27,321,Headphones,5,199.0,995.0
649,2022-01-01,923,Phone,1,199.0,199.0
650,2023-01-22,569,Headphones,5,49.0,245.0
651,2022-12-14,1102,Headphones,1,499.0,499.0
652,2022-07-09,527,Phone,1,199.0,199.0
653,2023-05-20,524,Monitor,3,49.0,147.0
654,2022-07-10,613,Headphones,2,99.0,198.0
655,2023-05-23,1180,Phone,2,499.0,998.0
656,2023-01-04,125,Phone,2,199.0,398.0
657,2023-02-13,871,Tablet,3,49.0,147.0
658,2022-04-27,280,Phone,1,99.0,99.0
659,2022-05-14,917,Laptop,1,99.0,99.0
660,2022-02-27,622,Phone,1,199.0,199.0
661,2023-07-10,846,Phone,2,499.0,998.0
662,2023-11-16,674,Phone,1,99.0,99.0
663,2023-11-03,1152,Phone,1,99.0,99.0
664,2022-06-22,314,Headphones,2,999.0,1998.0
667,2022-08-01,36,Tablet,2,99.0,198.0
668,2022-07-22,1046,Tablet,1,199.0,199.0
669,2022-08-17,206,Headphones,4,199.0,796.0
670,2023-11-07,639,Laptop,2,99.0,198.0
672,2023-10-21,440,Headphones,2,499.0,998.0
674,2023-03-17,1120,Monitor,3,199.0,597.0
675,2023-02-06,941,Monitor,5,199.0,995.0
676,2022-02-16,164,Laptop,2,49.0,98.0
677,2022-08-21,148,Tablet,2,99.0,198.0
678,2022-11-01,294,Phone,1,299.0,299.0
679,2023-06-10,195,Phone,1,199.0,199.0
680,2022-05-23,663,Monitor,4,499.0,1996.0
681,2023-02-19,480,Laptop,1,49.0,49.0
682,2023-05-28,123,Phone,1,199.0,199.0
683,2023-01-08,699,Headphones,1,199.0,199.0
684,2023-07-20,965,Phone,3,199.0,597.0
685,2022-09-16,661,Headphones,1,499.0,499.0
688,2022-01-12,396,Phone,1,49.0,49.0
689,2022-11-26,912,Phone,3,49.0,147.0
690,2022-12-24,1005,Phone,1,299.0,299.0
691,2023-02-12,1166,Phone,2,99.0,198.0
692,2023-10-30,317,Phone,1,299.0,299.0
694,2022-01-08,495,Phone,1,199.0,199.0
695,2022-05-02,556,Monitor,4,299.0,1196.0
696,2022-12-14,610,Laptop,2,199.0,398.0
697,2023-11-07,109,Tablet,3,199.0,597.0
698,2022-03-31,372,Headphones,1,49.0,49.0
699,2023-10-10,855,Phone,2,99.0,198.0
700,2023-11-29,616,Phone,2,199.0,398.0
701,2022-11-12,768,Tablet,4,199.0,796.0
702,2022-06-27,206,Monitor,3,999.0,2997.0
703,2023-06-24,847,Tablet,3,999.0,2997.0
705,2023-12-05,865,Phone,2,99.0,198.0
706,2023-05-17,785,Headphones,2,299.0,598.0
707,2022-05-25,476,Headphones,4,99.0,396.0
708,2022-07-20,83,Phone,1,99.0,99.0
709,2023-12-25,1134,Monitor,1,99.0,99.0
710,2023-04-06,190,Phone,1,49.0,49.0
711,2023-07-12,800,Phone,1,99.0,99.0
712,2023-07-01,936,Phone,1,199.0,199.0
714,2023-01-25,291,Tablet,2,99.0,198.0
715,2023-08-17,326,Laptop,4,999.0,3996.0
716,2022-09-13,837,Phone,3,99.0,297.0
717,2023-12-10,508,Monitor,1,49.0,49.0
718,2023-03-26,731,Tablet,2,199.0,398.0
720,2022-08-30,641,Headphones,4,49.0,196.0
721,2022-09-08,940,Laptop,1,99.0,99.0
722,2022-01-05,608,Tablet,1,199.0,199.0
723,2022-04-29,566,Monitor,1,99.0,99.0
724,2023-01-09,54,Tablet,2,299.0,598.0
725,2022-03-06,528,Phone,1,199.0,199.0
726,2022-05-26,611,Laptop,1,49.0,49.0
727,2022-08-12,193,Headphones,3,499.0,1497.0
728,2022-08-27,58,Phone,3,99.0,297.0
729,2022-06-26,1135,Headphones,1,299.0,299.0
730,2022-10-09,129,Tablet,2,299.0,598.0
733,2023-11-20,8,Tablet,4,199.0,796.0
734,2023-04-06,29,Phone,1,99.0,99.0
735,2023-09-02,1136,Tablet,2,299.0,598.0
736,2022-04-15,947,Monitor,2,199.0,398.0
737,2022-04-09,131,Phone,2,99.0,198.0
738,2023-05-26,188,Phone,4,499.0,1996.0
739,2023-01-20,709,Laptop,1,49.0,49.0
740,2023-02-09,212,Headphones,1,499.0,499.0
741,2023-06-02,276,Laptop,2,499.0,998.0
742,2023-04-21,1097,Tablet,3,199.0,597.0
743,2023-12-10,243,Phone,1,199.0,199.0
744,2023-10-07,1126,Phone,3,99.0,297.0
746,2022-01-23,685,Laptop,1,49.0,49.0
747,2023-07-19,171,Tablet,3,199.0,597.0
749,2023-12-15,188,Monitor,2,999.0,1998.0
751,2022-03-24,52,Headphones,1,199.0,199.0
752,2022-05-25,111,Tablet,2,49.0,98.0
753,2022-03-26,877,Headphones,2,99.0,198.0
754,2022-03-19,1067,Phone,1,49.0,49.0
755,2023-04-02,211,Tablet,1,499.0,499.0
756,2022-01-01,858,Headphones,1,299.0,299.0
757,2022-02-20,627,Headphones,2,299.0,598.0
758,2023-11-16,1050,Phone,5,299.0,1495.0
759,2023-12-18,299,Phone,4,199.0,796.0
760,2023-03-22,1101,Phone,1,49.0,49.0
762,2023-05-03,137,Phone,4,49.0,196.0
763,2022-02-03,1044,Phone,2,299.0,598.0
764,2022-12-14,440,Headphones,2,49.0,98.0
765,2022-04-05,211,Laptop,3,299.0,897.0
766,2022-03-13,752,Tablet,1,299.0,299.0
767,2023-07-05,435,Phone,2,199.0,398.0
768,2022-06-03,780,Phone,5,49.0,245.0
769,2022-09-07,439,Laptop,2,99.0,198.0
770,2023-11-05,666,Phone,1,99.0,99.0
771,2023-03-14,1066,Monitor,1,299.0,299.0
772,2022-04-28,411,Headphones,1,49.0,49.0
773,2022-11-02,806,Phone,3,499.0,1497.0
774,2022-09-25,610,Phone,1,299.0,299.0
776,2022-08-24,902,Headphones,4,299.0,1196.0
777,2023-01-24,942,Monitor,1,299.0,299.0
779,2023-09-16,328,Tablet,1,49.0,49.0
780,2022-10-30,52,Monitor,1,49.0,49.0
781,2022-07-26,376,Laptop,1,99.0,99.0
782,2022-08-17,263,Phone,4,99.0,396.0
783,2023-08-01,267,Headphones,4,299.0,1196.0
784,2022-03-16,359,Monitor,2,299.0,598.0
785,2023-03-11,652,Tablet,1,999.0,999.0
786,2022-04-13,46,Tablet,2,49.0,98.0
787,2023-02-26,600,Phone,1,49.0,49.0
789,2022-11-02,601,Tablet,4,99.0,396.0
790,2022-04-08,381,Phone,1,99.0,99.0
791,2022-12-01,118,Monitor,1,199.0,199.0
792,2023-03-11,116,Headphones,2,49.0,98.0
793,2023-03-23,260,Phone,2,199.0,398.0
795,2022-09-06,305,Phone,1,199.0,199.0
796,2022-06-15,7,Tablet,1,499.0,499.0
797,2023-04-26,366,Phone,2,49.0,98.0
798,2022-12-01,523,Tablet,1,999.0,999.0
799,2023-06-26,429,Headphones,1,199.0,199.0
800,2022-04-16,791,Phone,2,999.0,1998.0
801,2023-07-17,747,Headphones,4,99.0,396.0
802,2022-03-22,367,Headphones,1,199.0,199.0
803,2022-05-13,313,Laptop,1,99.0,99.0
804,2022-05-18,538,Phone,2,299.0,598.0
805,2022-07-03,921,Headphones,3,199.0,597.0
806,2023-02-05,1078,Headphones,1,199.0,199.0
807,2022-11-26,865,Laptop,1,999.0,999.0
810,2023-06-30,334,Headphones,2,199.0,398.0
811,2022-02-22,798,Phone,1,199.0,199.0
812,2023-03-26,348,Tablet,3,99.0,297.0
813,2022-07-24,273,Monitor,2,199.0,398.0
815,2022-02-12,720,Tablet,1,299.0,299.0
816,2022-04-21,500,Phone,2,49.0,98.0
819,2022-04-05,79,Tablet,5,299.0,1495.0
820,2023-01-09,622,Tablet,1,999.0,999.0
821,2023-06-04,947,Phone,1,99.0,99.0
822,2022-12-26,358,Laptop,1,299.0,299.0
823,2023-11-27,618,Phone,2,299.0,598.0
824,2022-10-08,507,Phone,2,99.0,198.0
825,2022-07-14,576,Monitor,3,199.0,597.0
826,2022-07-14,244,Monitor,3,199.0,597.0
827,2023-10-29,506,Phone,1,199.0,199.0
828,2022-04-03,422,Tablet,2,499.0,998.0
829,2023-11-03,1111,Tablet,2,499.0,998.0
830,2022-03-02,217,Monitor,2,499.0,998.0
831,2023-09-26,1009,Phone,2,499.0,998.0
832,2022-02-20,1193,Phone,2,199.0,398.0
833,2023-02-07,330,Phone,2,99.0,198.0
834,2022-01-05,650,Tablet,2,499.0,998.0
835,2023-04-11,391,Phone,2,199.0,398.0
836,2023-08-27,381,Phone,3,99.0,297.0
837,2023-11-13,742,Laptop,2,199.0,398.0
838,2023-06-18,820,Monitor,2,49.0,98.0
839,2023-02-09,673,Phone,2,299.0,598.0
840,2023-05-28,513,Phone,1,99.0,99.0
841,2023-10-07,949,Phone,1,99.0,99.0
843,2023-06-08,913,Tablet,2,299.0,598.0
844,2022-12-12,644,Phone,2,299.0,598.0
845,2022-02-15,427,Phone,5,199.0,995.0
846,2023-06-30,502,Tablet,1,499.0,499.0
847,2022-03-19,730,Phone,1,299.0,299.0
848,2023-12-31,71,Phone,1,199.0,199.0
850,2022-09-06,457,Phone,3,49.0,147.0
851,2022-02-16,189,Phone,1,999.0,999.0
852,2022-05-01,291,Laptop,2,99.0,198.0
853,2022-08-02,920,Phone,2,199.0,398.0
854,2022-08-27,292,Tablet,2,49.0,98.0
855,2022-02-25,756,Tablet,4,199.0,796.0
856,2022-12-16,377,Monitor,1,199.0,199.0
860,2022-12-03,559,Headphones,1,99.0,99.0
863,2022-01-08,421,Phone,1,499.0,499.0
864,2023-09-17,304,Laptop,5,99.0,495.0
865,2022-09-10,942,Phone,2,199.0,398.0
867,2023-12-20,542,Monitor,4,999.0,3996.0
868,2022-10-30,1090,Tablet,2,299.0,598.0
869,2023-10-01,108,Laptop,1,299.0,299.0
870,2022-02-25,268,Laptop,4,49.0,196.0
871,2023-12-27,222,Monitor,3,299.0,897.0
872,2023-06-10,1114,Phone,3,199.0,597.0
873,2023-04-19,693,Tablet,2,49.0,98.0
874,2022-01-28,255,Phone,3,49.0,147.0
875,2022-03-19,253,Tablet,1,49.0,49.0
876,2022-08-04,257,Phone,2,299.0,598.0
877,2023-01-21,383,Laptop,5,49.0,245.0
878,2022-12-31,442,Phone,1,199.0,199.0
879,2023-10-28,599,Phone,3,99.0,297.0
880,2023-06-10,1114,Phone,2,199.0,398.0
882,2022-11-08,582,Phone,3,299.0,897.0
883,2022-01-07,1068,Laptop,1,199.0,199.0
884,2022-01-03,598,Tablet,2,199.0,398.0
886,2022-12-29,1125,Headphones,4,499.0,1996.0
887,2023-05-23,607,Tablet,1,99.0,99.0
888,2022-10-01,33,Phone,1,99.0,99.0
889,2023-05-21,862,Tablet,1,299.0,299.0
890,2022-01-15,155,Headphones,4,99.0,396.0
891,2022-07-11,905,Monitor,3,499.0,1497.0
892,2023-09-23,405,Phone,3,99.0,297.0
893,2023-04-30,844,Phone,2,299.0,598.0
894,2022-01-28,1185,Phone,2,49.0,98.0
895,2023-12-15,747,Tablet,1,99.0,99.0
896,2022-02-08,1141,Monitor,2,99.0,198.0
897,2022-09-30,271,Tablet,1,499.0,499.0
899,2022-03-27,172,Monitor,3,199.0,597.0
900,2023-04-19,274,Monitor,1,499.0,499.0
901,2022-05-06,259,Phone,1,299.0,299.0
903,2022-05-25,422,Phone,1,499.0,499.0
904,2023-06-09,364,Headphones,1,49.0,49.0
905,2022-07-31,378,Monitor,1,299.0,299.0
906,2022-01-25,580,Tablet,2,199.0,398.0
907,2023-08-03,891,Tablet,3,49.0,147.0
908,2023-01-29,722,Headphones,1,99.0,99.0
910,2022-08-21,1122,Phone,2,999.0,1998.0
911,2022-04-19,605,Monitor,3,299.0,897.0
913,2022-04-21,1196,Phone,1,499.0,499.0
914,2022-08-16,383,Headphones,4,49.0,196.0
915,2022-04-21,134,Monitor,5,99.0,495.0
916,2023-04-15,1049,Phone,5,49.0,245.0
917,2022-02-03,503,Phone,3,49.0,147.0
918,2023-09-15,1109,Phone,1,99.0,99.0
919,2023-01-04,144,Phone,1,199.0,199.0
920,2023-08-18,224,Phone,1,499.0,499.0
921,2023-07-08,220,Monitor,1,499.0,499.0
922,2023-03-01,179,Phone,5,199.0,995.0
923,2023-09-05,433,Phone,3,999.0,2997.0
924,2023-06-02,265,Phone,3,199.0,597.0
925,2023-11-23,954,Headphones,1,499.0,499.0
926,2022-10-09,429,Phone,4,199.0,796.0
927,2022-11-16,416,Laptop,3,99.0,297.0
928,2023-03-19,727,Laptop,1,999.0,999.0
929,2022-11-11,197,Tablet,4,99.0,396.0
930,2023-01-12,1077,Tablet,1,199.0,199.0
932,2023-03-13,890,Phone,2,299.0,598.0
935,2023-12-11,778,Tablet,1,499.0,499.0
936,2023-08-05,348,Laptop,5,49.0,245.0
937,2023-05-18,29,Laptop,2,99.0,198.0
938,2023-09-16,975,Laptop,3,49.0,147.0
939,2023-05-31,35,Laptop,1,299.0,299.0
941,2023-03-22,589,Phone,1,199.0,199.0
942,2022-12-16,1171,Phone,1,99.0,99.0
943,2023-08-30,1091,Phone,1,49.0,49.0
944,2023-10-26,904,Headphones,1,299.0,299.0
945,2022-05-17,520,Headphones,2,99.0,198.0
946,2022-08-31,122,Phone,1,99.0,99.0
947,2023-06-27,340,Phone,3,99.0,297.0
948,2022-02-09,175,Phone,1,199.0,199.0
949,2022-08-17,597,Phone,2,299.0,598.0
951,2022-08-11,557,Tablet,2,99.0,198.0
953,2022-11-18,1040,Headphones,5,99.0,495.0
954,2023-04-13,9,Phone,3,499.0,1497.0
955,2022-03-16,334,Monitor,2,299.0,598.0
957,2023-10-08,327,Laptop,2,99.0,198.0
958,2022-04-28,15,Phone,3,299.0,897.0
959,2023-08-29,839,Phone,1,499.0,499.0
960,2023-05-19,226,Phone,2,199.0,398.0
961,2023-07-28,113,Phone,3,299.0,897.0
962,2023-03-17,1,Tablet,3,299.0,897.0
963,2022-07-13,266,Phone,3,199.0,597.0
964,2023-12-16,952,Headphones,4,99.0,396.0
965,2023-01-27,306,Laptop,4,299.0,1196.0
966,2022-01-26,12,Headphones,1,99.0,99.0
967,2023-03-11,937,Phone,2,299.0,598.0
968,2022-06-22,420,Monitor,3,499.0,1497.0
969,2022-10-27,889,Phone,2,499.0,998.0
970,2023-10-07,171,Laptop,5,199.0,995.0
972,2023-02-14,965,Phone,1,49.0,49.0
973,2022-04-28,1049,Tablet,1,299.0,299.0
974,2023-12-25,1165,Tablet,1,499.0,499.0
975,2022-08-13,658,Phone,1,299.0,299.0
976,2023-06-16,1116,Phone,3,49.0,147.0
979,2023-07-13,1179,Tablet,2,99.0,198.0
980,2022-01-01,111,Headphones,1,199.0,199.0
981,2022-03-31,137,Laptop,1,299.0,299.0
982,2023-10-16,232,Laptop,2,299.0,598.0
984,2023-07-04,468,Phone,4,49.0,196.0
985,2022-05-19,732,Phone,4,199.0,796.0
986,2023-05-26,481,Laptop,5,299.0,1495.0
987,2022-09-16,1092,Tablet,2,499.0,998.0
988,2023-11-04,814,Laptop,4,499.0,1996.0
990,2022-01-10,323,Monitor,4,199.0,796.0
992,2023-10-12,904,Phone,5,99.0,495.0
993,2022-06-21,606,Headphones,2,99.0,198.0
994,2022-01-13,429,Tablet,3,99.0,297.0
995,2022-06-17,148,Monitor,1,499.0,499.0
997,2023-08-19,850,Monitor,1,99.0,99.0
998,2022-11-17,367,Laptop,1,49.0,49.0
999,2022-11-15,850,Laptop,1,499.0,499.0
1000,2023-09-05,1090,Phone,3,199.0,597.0
1002,2023-07-04,175,Monitor,1,99.0,99.0
1003,2023-02-23,588,Phone,1,49.0,49.0
1004,2023-08-29,495,Tablet,2,199.0,398.0
1005,2022-04-05,973,Monitor,1,49.0,49.0
1006,2023-08-04,1138,Tablet,1,99.0,99.0
1007,2022-11-14,1135,Phone,2,49.0,98.0
1008,2022-08-24,1171,Tablet,2,99.0,198.0
1009,2022-11-30,35,Phone,1,49.0,49.0
1011,2023-04-04,538,Headphones,1,99.0,99.0
1012,2022-05-17,750,Laptop,5,99.0,495.0
1013,2023-08-11,1038,Laptop,1,499.0,499.0
1014,2023-07-01,374,Headphones,2,299.0,598.0
1015,2023-05-28,557,Phone,1,199.0,199.0
1016,2022-10-23,233,Tablet,2,299.0,598.0
1019,2022-12-15,939,Phone,2,199.0,398.0
1020,2022-08-17,887,Phone,1,499.0,499.0
1021,2022-09-27,726,Phone,1,199.0,199.0
1022,2022-10-18,76,Monitor,2,99.0,198.0
1023,2023-12-26,439,Tablet,5,499.0,2495.0
1024,2022-06-14,699,Headphones,1,199.0,199.0
1025,2022-01-05,915,Laptop,2,999.0,1998.0
1026,2023-01-14,891,Tablet,5,49.0,245.0
1027,2022-03-19,692,Tablet,3,99.0,297.0
1028,2023-02-14,253,Headphones,2,999.0,1998.0
1029,2023-07-28,1150,Laptop,3,99.0,297.0
1030,2022-05-12,1061,Tablet,1,999.0,999.0
1032,2022-02-11,127,Phone,1,499.0,499.0
1033,2022-03-30,1192,Headphones,1,199.0,199.0
1034,2023-02-06,592,Laptop,1,199.0,199.0
1035,2022-10-23,294,Monitor,1,499.0,499.0
1036,2022-10-22,1020,Headphones,2,299.0,598.0
1037,2023-09-08,310,Tablet,2,199.0,398.0
1039,2023-11-22,528,Laptop,1,299.0,299.0
1041,2023-02-26,419,Phone,2,49.0,98.0
1042,2022-01-23,444,Laptop,5,49.0,245.0
1044,2022-05-23,840,Phone,1,99.0,99.0
1045,2023-10-27,236,Laptop,4,299.0,1196.0
1048,2023-05-18,794,Tablet,2,99.0,198.0
1049,2023-09-08,85,Tablet,1,99.0,99.0
1050,2022-04-14,65,Tablet,1,99.0,99.0
1051,2022-02-08,663,Monitor,1,199.0,199.0
1052,2022-07-17,627,Headphones,1,49.0,49.0
1053,2023-10-08,64,Tablet,4,49.0,196.0
1054,2023-08-02,939,Laptop,3,299.0,897.0
1055,2023-01-26,919,Tablet,2,49.0,98.0
1056,2022-06-28,1182,Phone,3,99.0,297.0
1057,2023-07-08,491,Tablet,1,299.0,299.0
1058,2023-03-24,313,Tablet,2,49.0,98.0
1059,2023-05-15,615,Phone,2,99.0,198.0
1060,2022-01-15,919,Headphones,3,49.0,147.0
1061,2023-09-15,813,Laptop,1,99.0,99.0
1062,2023-10-31,940,Tablet,2,299.0,598.0
1063,2022-10-16,1112,Laptop,4,49.0,196.0
1064,2023-04-23,680,Headphones,1,499.0,499.0
1066,2023-02-24,682,Laptop,2,49.0,98.0
1068,2023-07-04,1074,Phone,2,99.0,198.0
1069,2023-03-17,340,Phone,5,49.0,245.0
1070,2022-04-07,347,Tablet,2,49.0,98.0
1071,2023-02-15,646,Phone,2,99.0,198.0
1072,2022-10-16,649,Laptop,2,199.0,398.0
1073,2022-09-11,245,Phone,1,99.0,99.0
1074,2022-07-15,109,Monitor,1,499.0,499.0
1075,2023-08-21,533,Tablet,4,299.0,1196.0
1076,2023-06-06,1114,Monitor,2,99.0,198.0
1078,2023-09-27,112,Phone,1,999.0,999.0
1079,2022-04-28,343,Laptop,2,49.0,98.0
1080,2022-06-08,101,Phone,3,99.0,297.0
1081,2022-08-16,629,Monitor,3,199.0,597.0
1082,2022-08-04,28,Headphones,1,199.0,199.0
1083,2023-11-27,937,Phone,4,199.0,796.0
1084,2022-01-15,58,Laptop,2,99.0,198.0
1085,2022-06-06,297,Laptop,2,299.0,598.0
1086,2023-10-10,134,Phone,2,199.0,398.0
1087,2022-09-18,249,Tablet,1,199.0,199.0
1088,2022-06-06,1021,Laptop,5,49.0,245.0
1089,2022-02-16,550,Headphones,1,199.0,199.0
1090,2022-11-20,902,Phone,1,99.0,99.0
1091,2023-11-16,1099,Headphones,3,199.0,597.0
1092,2022-05-10,834,Monitor,2,999.0,1998.0
1093,2023-02-15,1192,Monitor,3,199.0,597.0
1094,2022-04-05,771,Tablet,2,49.0,98.0
1095,2023-09-19,146,Tablet,1,99.0,99.0
1096,2022-10-19,893,Tablet,4,499.0,1996.0
1098,2022-03-10,1059,Tablet,4,199.0,796.0
1099,2023-10-22,702,Headphones,1,99.0,99.0
1100,2022-01-11,1,Monitor,3,199.0,597.0
1101,2022-09-11,153,Monitor,1,199.0,199.0
1103,2022-05-14,508,Phone,4,199.0,796.0
1104,2023-12-13,1150,Laptop,2,299.0,598.0
1105,2022-01-23,491,Phone,3,199.0,597.0
1106,2022-12-12,345,Tablet,3,99.0,297.0
1107,2022-10-29,221,Monitor,3,499.0,1497.0
1108,2022-12-29,723,Phone,4,199.0,796.0
1110,2022-08-06,528,Tablet,1,199.0,199.0
1112,2023-09-08,1066,Tablet,1,299.0,299.0
1113,2022-07-29,481,Monitor,1,49.0,49.0
1114,2023-09-15,930,Phone,2,99.0,198.0
1115,2023-09-08,872,Tablet,1,99.0,99.0
1118,2022-12-22,21,Laptop,3,49.0,147.0
1119,2022-11-20,1094,Headphones,2,199.0,398.0
1120,2022-05-13,873,Phone,1,99.0,99.0
1121,2022-05-07,48,Phone,4,999.0,3996.0
1123,2023-08-27,287,Tablet,5,299.0,1495.0
1124,2023-01-13,1002,Tablet,2,99.0,198.0
1125,2022-02-20,1034,Tablet,1,299.0,299.0
1126,2022-01-29,542,Laptop,2,299.0,598.0
1127,2023-04-07,756,Headphones,3,999.0,2997.0
1128,2022-10-23,274,Phone,1,49.0,49.0
1129,2022-10-24,956,Phone,4,99.0,396.0
1130,2023-12-27,600,Phone,1,299.0,299.0
1131,2023-02-11,381,Phone,1,49.0,49.0
1133,2023-02-09,15,Headphones,1,999.0,999.0
1134,2022-12-12,516,Phone,1,99.0,99.0
1137,2022-07-01,621,Headphones,1,299.0,299.0
1138,2022-01-01,1161,Phone,2,199.0,398.0
1139,2023-07-21,154,Tablet,4,199.0,796.0
1141,2023-10-23,143,Monitor,3,49.0,147.0
1142,2023-03-07,1093,Laptop,5,499.0,2495.0
1143,2022-11-05,247,Tablet,3,299.0,897.0
1144,2022-05-17,788,Phone,5,99.0,495.0
1145,2022-07-21,79,Phone,3,999.0,2997.0
1147,2022-11-09,525,Headphones,1,499.0,499.0
1148,2022-04-27,772,Tablet,2,99.0,198.0
1149,2023-10-28,938,Headphones,1,499.0,499.0
1150,2023-07-29,1119,Phone,1,199.0,199.0
1151,2022-09-01,617,Tablet,2,49.0,98.0
1152,2023-06-21,1032,Phone,4,199.0,796.0
1154,2022-03-16,191,Tablet,3,99.0,297.0
1155,2023-01-21,768,Tablet,3,49.0,147.0
1156,2022-07-29,521,Tablet,5,49.0,245.0
1157,2023-04-20,990,Monitor,4,99.0,396.0
1158,2023-02-22,1141,Tablet,3,199.0,597.0
1159,2022-12-13,267,Laptop,2,199.0,398.0
1160,2023-06-13,485,Laptop,1,199.0,199.0
1161,2023-10-02,1188,Tablet,2,99.0,198.0
1162,2022-06-28,376,Phone,3,299.0,897.0
1163,2022-07-01,653,Laptop,4,299.0,1196.0
1164,2023-10-26,549,Phone,3,99.0,297.0
1165,2022-01-25,1098,Tablet,1,499.0,499.0
1166,2022-06-29,73,Phone,2,199.0,398.0
1167,2023-12-11,308,Monitor,1,299.0,299.0
1169,2022-06-10,1154,Phone,1,49.0,49.0
1170,2022-06-26,572,Monitor,1,499.0,499.0
1171,2022-10-12,791,Tablet,3,499.0,1497.0
1172,2022-03-04,1175,Tablet,1,49.0,49.0
1173,2023-10-24,179,Tablet,1,99.0,99.0
1174,2023-10-28,197,Laptop,5,299.0,1495.0
1175,2022-06-05,735,Tablet,1,299.0,299.0
1177,2022-02-18,799,Headphones,1,49.0,49.0
1178,2022-03-25,788,Monitor,1,99.0,99.0
1179,2022-12-27,748,Tablet,1,49.0,49.0
1181,2022-05-28,493,Phone,2,49.0,98.0
1182,2023-09-22,1154,Phone,1,499.0,499.0
1183,2022-12-08,665,Phone,1,199.0,199.0
1184,2023-04-21,1037,Phone,4,499.0,1996.0
1185,2022-03-04,871,Tablet,1,49.0,49.0
1186,2023-12-02,732,Phone,4,99.0,396.0
1187,2022-12-26,1130,Headphones,2,99.0,198.0
1188,2023-07-15,698,Laptop,1,99.0,99.0
1189,2022-11-23,1123,Headphones,3,499.0,1497.0
1192,2023-03-11,852,Monitor,2,49.0,98.0
1193,2023-12-24,325,Phone,2,49.0,98.0
1194,2022-11-14,979,Tablet,3,299.0,897.0
1195,2022-02-01,956,Phone,4,99.0,396.0
1196,2023-11-01,894,Phone,1,299.0,299.0
1197,2022-10-12,144,Tablet,2,299.0,598.0
1198,2022-11-01,384,Phone,2,49.0,98.0
1199,2023-03-05,216,Tablet,5,49.0,245.0
1200,2023-04-22,324,Phone,3,299.0,897.0
1201,2022-10-13,1039,Phone,4,299.0,1196.0
1202,2022-05-24,217,Laptop,1,99.0,99.0
1203,2023-02-28,951,Laptop,3,49.0,147.0
1204,2022-01-19,183,Phone,1,49.0,49.0
1205,2022-01-18,270,Laptop,1,99.0,99.0
1206,2023-08-13,945,Laptop,4,49.0,196.0
1208,2022-06-24,467,Laptop,5,99.0,495.0
1209,2022-07-13,305,Tablet,1,49.0,49.0
1210,2023-05-17,1168,Phone,3,49.0,147.0
1211,2022-04-23,111,Headphones,1,499.0,499.0
1212,2022-04-24,1014,Phone,1,199.0,199.0
1213,2022-08-10,232,Phone,1,999.0,999.0
1214,2023-11-09,595,Tablet,2,99.0,198.0
1215,2023-10-06,173,Phone,1,299.0,299.0
1216,2022-09-21,973,Tablet,2,99.0,198.0
1220,2022-06-11,548,Phone,1,999.0,999.0
1221,2023-01-15,518,Monitor,3,199.0,597.0
1222,2022-03-28,914,Phone,4,999.0,3996.0
1223,2022-02-24,215,Monitor,1,99.0,99.0
1224,2023-04-21,134,Phone,2,99.0,198.0
1225,2022-06-27,285,Monitor,3,99.0,297.0
1226,2023-01-26,1150,Laptop,1,299.0,299.0
1227,2022-12-15,686,Monitor,1,199.0,199.0
1228,2022-01-08,1176,Monitor,2,999.0,1998.0
1229,2022-11-09,331,Phone,1,49.0,49.0
1231,2022-11-24,894,Phone,1,99.0,99.0
1232,2022-02-23,899,Headphones,2,49.0,98.0
1234,2022-08-17,1190,Phone,1,199.0,199.0
1235,2023-08-02,78,Laptop,1,49.0,49.0
1237,2023-09-01,688,Tablet,1,99.0,99.0
1238,2023-08-27,21,Headphones,4,99.0,396.0
1240,2023-02-22,827,Monitor,2,49.0,98.0
1241,2022-04-06,179,Tablet,1,49.0,49.0
1243,2022-03-19,1083,Phone,2,999.0,1998.0
1244,2022-10-15,905,Tablet,1,199.0,199.0
1246,2023-05-06,191,Headphones,2,299.0,598.0
1247,2023-03-28,708,Phone,3,49.0,147.0
1248,2023-05-15,1059,Phone,1,49.0,49.0
1249,2022-06-14,379,Phone,5,999.0,4995.0
1250,2022-07-01,387,Headphones,3,199.0,597.0
1251,2023-04-14,237,Headphones,5,499.0,2495.0
1252,2022-01-07,616,Monitor,2,499.0,998.0
1253,2022-11-26,283,Phone,2,99.0,198.0
1254,2023-11-04,1,Tablet,3,49.0,147.0
1255,2022-05-31,464,Phone,4,49.0,196.0
1256,2022-03-26,967,Phone,5,49.0,245.0
1257,2022-05-27,172,Tablet,1,49.0,49.0
1258,2023-09-16,1111,Laptop,3,99.0,297.0
1259,2023-01-16,1147,Laptop,1,49.0,49.0
1260,2023-07-02,843,Headphones,2,49.0,98.0
1261,2022-10-12,690,Monitor,1,99.0,99.0
1262,2023-12-01,575,Phone,1,99.0,99.0
1263,2022-03-23,165,Tablet,4,199.0,796.0
1264,2023-05-29,383,Phone,1,99.0,99.0
